m_code,m_name,m_unit
09013025,"Stainless steel  wire 0.016 x 0.022 inch,  lower - preformed ",กล่อง
09013026,"Stainless steel  wire 0.017 x 0.025 inch, upper - preformed ",กล่อง
09013027,"Stainless steel  wire 0.017 x 0.025 inch, lower - preformed",กล่อง
09013028,"Stainless steel  wire 0.018 x 0.025 inch, upper - preformed ",กล่อง
09013029,"Stainless steel  wire 0.018 x 0.025 inch, lower - preformed ",กล่อง
09013030,"Stainless steel  wire 0.019 x 0.025 inch, upper - preformed ",กล่อง
09013031,"Stainless steel  wire 0.019 x 0.025 inch, lower - preformed ",กล่อง
09013032,"Stainless steel  wire 0.016 x 0.022 inch, upper - reverse curve",กล่อง
09013033,"Stainless steel  wire 0.016 x 0.022 inch, lower - reverse curve",กล่อง
09013034,"Stainless steel  wire 0.019 x 0.025 inch, upper - preformed ",กล่อง
09013035,"Stainless steel  wire 0.019 x 0.025 inch, lower - preformed ",กล่อง
09013036,"Nickel titanium wire .014 inch,  upper - preformed ",กล่อง
09013037,"Nickel titanium wire .014 inch,  lower - preformed ",กล่อง
09013038,"Nickel titanium wire .016 inch, upper - preformed ",กล่อง
09013039,"Nickel titanium wire .016 inch, lower - preformed ",กล่อง
09013040,"Nickel titanium wire .018 inch, upper - preformed ",กล่อง
09013041,"Nickel titanium wire .018 inch,  lower - preformed ",กล่อง
09013042,"Nickel titanium wire 0.016 x 0.022 inch,  upper - preformed ",กล่อง
09013043,"Nickel titanium wire 0.016 x 0.022 inch,  lower - preformed ",กล่อง
09013044,"Nickel titanium wire 0.018 inch, upper - reverse curve ",กล่อง
09013045,"Nickel titanium wire 0.018 inch, lower - reverse curve ",กล่อง
09013048,"Super-niti wire 0.014 inch, upper - preformed",กล่อง
09013049,"Super-niti wire 0.014 inch, lower - preformed",กล่อง
09013050,"Super-niti wire 0.016 inch, upper - preformed",กล่อง
09013051,"Super-niti wire 0.016 inch, lower - preformed",กล่อง
09013052,"Super-niti wire 0.018 inch, upper - preformed",กล่อง
09013053,"Super-niti wire 0.018 inch, lower - preformed",กล่อง
09013054,"Super-niti wire 0.017 x 0.025 inch, upper - preformed",กล่อง
09013055,"Super-niti wire 0.017 x 0.025 inch, lower - preformed",กล่อง
09013057,"Super-niti wire 0.018 x 0.025 inch, lower - preformed",กล่อง
09013060,"TMA wire 0.017 x 0.025 inch,  upper – preformed ",กล่อง
09013061,"TMA wire 0.017 x 0.025 inch,  lower – preformed ",กล่อง
09013062,"TMA wire 0.019 x 0.025 inch,  upper – preformed ",กล่อง
09013063,"TMA wire 0.019 x 0.025 inch,  lower – preformed ",กล่อง
09013064,"Reverse curve TMA With T - loop, 30 mm.",กล่อง
09013065,"Reverse curve TMA With T - loop, 32 mm.",กล่อง
09013066,"Reverse curve TMA With T - loop, 34 mm.",กล่อง
09013067,"Reverse curve TMA With T - loop, 36 mm.",กล่อง
09013068,"Reverse curve TMA With T - loop, 38 mm.",กล่อง
09013069,"Reverse curve TMA With T - loop, 40 mm.",กล่อง
09013071,Australian wire .014 inch - special plus,ม้วน
09013072,Australian wire .016 inch - special plus,ม้วน
09013073,Australian wire .018 inch - special plus,ม้วน
09013074,Australian wire .020 inch – premium plus,ม้วน
09013075,Australian wire .008 inch – premium plus,ม้วน
09013076,Australian wire .010 inch – premium plus,ม้วน
09013077,Australian wire .012 inch – premium plus,ม้วน
09013079,Australian wire .016 inch – premium plus,ม้วน
09013081,Australian wire .020 inch – premium plus,ม้วน
09013082,"Bondable brackets, slot .022 inch, Roth prescription แต่ละชุดประกอบด้วย Bracket จำนวน 20 ตัว สำหรับฟันทุกซี่ในช่องปาก ยกเว้นฟันกรามแท้",ชุด
09013083,"Bondable metal brackets, slot .022 inch, Roth prescription แต่ละชุดประกอบด้วย Bracket จำนวน 20 ตัว สำหรับฟันทุกซี่ในช่องปาก ยกเว้นฟันกรามแท้",ชุด
09013084,"Bondable ceramic brackets, slot .022 inch, Roth prescription แต่ละชุดประกอบด้วย Bracket จำนวน 20 ตัว สำหรับฟันทุกซี่ในช่องปาก ยกเว้นฟันกรามแท้",ชุด
09013085,"Prewelded  first molar band with convertible triple tube, slot .022 inch– upper  right",ชิ้น
09013086,"Prewelded  first molar band with convertible triple tube, slot .022 inch– upper left ",ชิ้น
09013087,"Prewelded  first molar band with convertible combination tube, slot .022 inch– lower   right",ชิ้น
09013088,"Prewelded  first molar band with convertible combination tube, slot .022 inch– lower  left ",ชิ้น
09013089,Prewelded second molar band upper right,ชิ้น
09013090,Prewelded second molar band upper left,ชิ้น
09013091,Prewelded second molar band lower right,ชิ้น
09013092,Prewelded second molar band lower left,ชิ้น
09013093,"Bondable convertible single buccal tube, slot .022 inch, upper  first  molar -right and left",ตัว
09013094,"Bondable convertible single buccal tube, slot .022 inch, lower  first  molar -right and left",ตัว
09013095,"Bondable convertible single buccal tube, slot .022 inch, upper second  molar -right and left",ตัว
09013096,"Bondable convertible single buccal tube, slot .022 inch, lower second  molar -right and left",ตัว
09013097,Braket  MBT  System แต่ละชุดประกอบด้วย braket 20 ตัว สำหรับฟันทุกซี่ในช่องปากยกเว้นฟันกรามแท้,ชุด
09013098,Braket  MBT  System แต่ละชุดประกอบด้วย braket 16 ตัว สำหรับฟันทุกซี่ในช่องปากยกเว้นฟันกรามแท้,ชุด
09013099,Preweld bands with convertible tripple tubes สำหรับฟันกรามแท้ซี่ที่ 1 แต่ละชุดประกอบด้วย band 2 ตัว สำหรับฟันกรามแท้ซี่ที่ 1 ในฟันบนข้างซ้ายและขวา,ชุด
09013100,Preweld bands with convertible double tubes แต่ละชุดประกอบด้วย band 2 ตัว สำหรับฟันกรามแท้ซี่ที่ 1 ในฟันล่างข้างซ้ายและขวา,ชุด
09013101,Preweld bands singel tubes แต่ละชุดประกอบด้วย band 2 ตัว สำหรับฟันกรามแท้ซี่ที่ 2 ในฟันบนข้างซ้ายและขวา,ชุด
09013102,Preweld bands singel tubes แต่ละชุดประกอบด้วย band 2 ตัว สำหรับฟันกรามแท้ซี่ที่ 2 ในฟันล่างข้างซ้ายและขวา,ชุด
09013103,"Bodable convertible buccal tubes สำหรับฟันกรามแท้ซี่ที่ 1  แต่ละชุดประกอบด้วย Tubes สำหรับฟันกรามแท้ซี่ที่ 1 ข้างซ้าย-ขวา ,บน-ล่าง อย่างละตัว จำนวน 4 ตัว/ชุด สำหรับ MBT system",ชุด
09013104,"Bodable single buccal tubes สำหรับฟันกรามแท้ซี่ที่ 2  แต่ละชุดประกอบด้วย Tubes สำหรับฟันกรามแท้ซี่ที่ 2 ข้างซ้าย-ขวา ,บน-ล่าง อย่างละตัว จำนวน 4 ตัว/ชุด สำหรับ MBT system",ชุด
09013105,Intraoral elastic band  1/8” 3.5 oz (100วง/ซอง),ซอง
09013106,Intraoral elastic band  1/4” 2 oz (100วง/ซอง),ซอง
09013107,Intraoral elastic band  1/4” 3.5 oz (100วง/ซอง),ซอง
09013108,Intraoral elastic band  1/4” 6 oz (100วง/ซอง),ซอง
09013109,Intraoral elastic band  3/16” 3.5 oz (100วง/ซอง),ซอง
09013110,Intraoral elastic band  3/16” 4.5 oz (100วง/ซอง),ซอง
09013111,Intraoral elastic band  5/16” 3.5 oz (100วง/ซอง),ซอง
09013112,Coloured moduled for ligation (10 เส้น/กล่อง),แพค/ห่อ
09013113,Elastic C – Chain (coloured) :  ข้อถี่ (15 fs/ ม้วน),ม้วน
09013114,Elastic C – Chain (coloured) :  ข้อปานกลาง  (15 fs/ ม้วน),ม้วน
09013115,Elastic C  - Chain (coloured)  : ข้อห่าง  (15 fs/ ม้วน),ม้วน
09013116,"Elastic  (Posterior seperator) 1,000 ตัว/ซอง",ซอง
09013117,Power tube ขนาด 0.25 นิ้ว ยาว 50 ฟุต/ม้วน,ม้วน
09013118,Tissue Guard,ม้วน
09013120,bondable  lingual button ,ชิ้น
09013123,Crimpable hook ขนาด  .022 x .028 นิ้ว,ชิ้น
09013125,Palatal Sheath ,ชิ้น
09013126,Open coil spring Nikel Titanium (havy),ม้วน
09013127,Closed coil spring super elastie niti (light force)เส้นผ่าศูนย์กลาง .010x.030 นิ้ว ยาว 6 mm.,กล่อง
09013128,Closed coil spring super elastie niti (light force)เส้นผ่าศูนย์กลาง .010x.030 นิ้ว ยาว 9 mm.,กล่อง
09013129,Rotating wedges (100 ชิ้น/CRT),กล่อง
09013131,"Face bow, short",ชิ้น
09013135,Protraction head gear,ชิ้น
09013136,Safety Release Modules,ชิ้น
09013137,Glass ionomer  cement : Protech (Powder 240 gm/Liquid 120 ml),ชุด
09013138,liquid for  glass ionomer band cement (120 ml),ขวด
09013139,Self cured orthodontic bonding system,ชุด
09013141,Eching  for  orthodontic bonding (Refill) บรรจุ 5 ml,ขวด
09013142,Light cured orthodontic bonding  (Refill) บรรจุ 5 ml,ขวด
09013143,Orthodontic bonding light cured system  ,ชุด
09013145,Metal strip,ซอง
09013146,Expansion screws (Hyrax ขนาด 7 mm.),ชิ้น
09013148,Distal screw,ชิ้น
09013149,Three way screw,ชิ้น
09013150,Tracing paper (100 แผ่น/กล่อง),กล่อง
09013154,Wax Form Class I (1 ชิ้น/CRT),กล่อง
09013155,Wax Form Class II Division I (1 ชิ้น/CRT),กล่อง
09013156,Wax Form Class II Division II (1 ชิ้น/CRT),กล่อง
09013157,Wax Form Class III (1 ชิ้น/CRT),กล่อง
09013181,Band pusher,ชิ้น
09013184,Bracket removing pliers,ชิ้น
09013187,Mathicne  ,ชิ้น
09013188,Tucker,ชิ้น
09013189,Adhesive remover replacement,ชิ้น
09013216,Stone : snow white stone,กล่อง
09013218,Stainless steel spring hard wire 0.045 นิ้ว,ม้วน
09013219,Stainless steel spring hard wire 1.1 mm.,ม้วน
09013220,Stainless steel spring : Rectangular .017 x .022,หลอด
09013221,Stainless steel (Preform) post wire .019 x .025 Upper,กล่อง
09013223,Prewelded premolar band upper right/left,ตัว
09013224,Prewelded premolar band lower right/left,ตัว
09013225,กล่องใส่แบบจำลองฟัน,กล่อง
09013226,Mini stainless steel scetional screws (3 mm.),ตัว
09013227,Molar band seating instrument,ตัว
09013228,Stainless laboratory wire 0.5 mm. - spring hard,ม้วน
09013229,Stainless laboratory wire 0.6 mm. - spring hard,ม้วน
09013230,Stainless laboratory wire 1.1 mm. - spring hard,ม้วน
09013231,Stainless steel wire 0.016 x 0.016 inch - straight,หลอด
09013232,Nickel titanium wire 0.016 x 0.016 inch upper - preformed,กล่อง
09013233,Nickel titanium wire 0.016 x 0.016 inch lower - preformed,กล่อง
09013234,"Nickel titanium wire 0.017 x 0.025 inch,  upper - preformed ",กล่อง
09013235,"Nickel titanium wire 0.017 x 0.025 inch,  lower - preformed ",กล่อง
09013236,"Nickel titanium wire 0.019 x 0.025 inch,  upper - preformed ",กล่อง
09013237,"TMA wire 0.018 x 0.025 inch,  upper – preformed ",กล่อง
09013238,"TMA wire 0.018 x 0.025 inch,  lower – preformed ",กล่อง
09013239,แผ่นพลาสติกทำเฝือกสบฟัน ขนาด 5 x 5 นิ้ว ขนาด 0.020 แบบแข็ง,แผ่น
09013240,Acrylic resin (Self - cure) - ortho pink,ขวด
09013242,น้ำสบู่สำหรับแช่โมเดลแบบจำลองฟัน,แกลลอน
09013245,"Nickel titanium wire 0.018 x 0.025 inch,  upper - preformed ",กล่อง
09013246,"Nickel titanium wire 0.018 x 0.025 inch,  lower - preformed ",กล่อง
09013250,แผ่นพลาสติกทำเฝือกสบฟัน ขนาด 5 x 5 นิ้ว ขนาด 0.030 แบบแข็ง,แผ่น
09013251,"Nickel titanium wire 0.019 x 0.025 inch,  lower - preformed ",กล่อง
09014319,Carbide fissure long shank bur .014 HP,กล่อง
09014452,Carbide taper fissure long shank bur .021 HP,กล่อง
09014329,Carbide bur for remove large (latch) (fissure 010 FG),กล่อง
09014382,Diamond disc พร้อม Mandrel,กล่อง
09014397,Steel round long shank bur .014 HP,กล่อง
09014402,Steel round long shank bur .014 HP,กล่อง
09014448,Finishing steel round bur .018 (Latch),กล่อง
09014450,Finishing steel round bur .023 (Latch),กล่อง
09014407,Steel taper long shank bur .009 HP,กล่อง
09014419,Steel round bur (Latch),กล่อง
09014285,Diamond fissure bur .009 (Latch),ตัว
09014286,Diamond round bur .007 FG,ตัว
099999021,น๊อตล็อคข้อต่อหัวกรอคอนทรา,ตัว
